investigating_agency,roadway_number,building_number,roadway_name,roadway_suffix,roadway_direction,milepoint,intersection_roadway_number,intersection_roadway_name,between_street_number_1,between_street_name_1,between_street_number_2,between_street_name_2,units_involved,motor_vehicles_involved,weather,roadway_condition,hit_and_run_indicator,roadway_type,directional_analysis,manner_of_collision,roadway_character,light_condition,secondary_collision_indicator,date,latitude,longitude,injury_indicator,fatality_indicator,day_of_week
JEFFERSONTOWN POLICE DEPT,,,WILLIAMSBURG,PLZ,,0.004,KY1747,HURSTBOURNE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-03 17:15:00-04:00,38.2397641,-85.5770442,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,FLOYD,ST,S,3.622,,CENTRAL,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2010-08-04 06:47:00-04:00,38.2031965,-85.7571218,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,2ND,ST,S,11.608,,KENTUCKY,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-04 13:46:00-04:00,38.2388,-85.756333333,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0060A,,7TH STREET,RD,,0.585,US0060A,BERRY,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-04 15:50:00-04:00,38.1967583,-85.7990777,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BARDSTOWN,RD,,14.6,,,US0060A ,EASTERN,,SHERWOOD,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-06 12:55:00-04:00,38.2317788,-85.7088749,True,False,FRIDAY
ST. MATTHEWS POLICE DEPARTMENT,US0060,,FRANKFORT,AVE,,3.171,,,,BAUER,,CORNELL,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-08 07:30:00-04:00,38.2534557,-85.6624215,True,False,SUNDAY
SHIVELY POLICE DEPARTMENT,US0031W,,DIXIE,HWY,,15.789,,,,NOBEL,,OEHRLE,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-10 10:00:00-04:00,38.1977195,-85.8040117,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,OAK,ST,E,0.037,,,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-12 00:00:00-04:00,38.2345025,-85.7546664,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,BIRCHWOOD,AVE,N,0.789,,LINDSAY,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,False,2010-08-13 19:29:00-04:00,38.2649177,-85.697175,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,CHESTNUT,ST,W,0.074,,29TH,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-08-16 23:00:00-04:00,38.2537,-85.7995532,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,SENECA PARK,RD,,0.695,,PEE WEE REESE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-19 16:23:00-04:00,38.2346383,-85.6759061,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,2ND,ST,S,10.953,,,,MAGNOLIA,,ORMSBY,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-20 10:44:00-04:00,38.2293494,-85.7579337,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,BUECHEL BANK,RD,,1.229,,PROGRESS,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-24 13:13:00-04:00,38.178184,-85.6531659,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,YE OLD POST,RD,,0.003,,,KY2052  ,SHEPHERDSVILLE,,CONNECTICUT,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-24 18:20:00-04:00,38.1518205,-85.6596803,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0150,,BROADWAY,,W,1.65,,12TH STREET CONNECTOR,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-26 07:31:00-04:00,38.2475608,-85.7716288,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY0061,,JACKSON,ST,S,12.53,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-27 00:00:00-04:00,38.2486165,-85.7452308,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,RIVER,RD,,,,,,WITHERSPOON,,FRANKFORT,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,REAR END,STRAIGHT & LEVEL,DAYLIGHT,False,2010-08-29 08:23:00-04:00,38.235,-85.536666667,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,BURTON,AVE,,0.125,,9TH,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-08-30 21:30:00-04:00,38.2068293,-85.7729877,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,DOGWOOD,RD,,0.012,KY1142,PALATKA,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,False,2010-08-31 00:00:00-04:00,38.1540889,-85.7953382,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BARDSTOWN,RD,,15.279,,,,PATTERSON,,LUCIA,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-01 10:44:00-04:00,38.2372168,-85.7188142,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0060A,,EASTERN,PKWY,,4.858,,DELOR,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-01 15:15:00-04:00,38.2170698,-85.738441,True,False,WEDNESDAY
ST. MATTHEWS POLICE DEPARTMENT,,100,THIERMAN,LN,,0.06,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-03 00:00:00-04:00,38.2529387,-85.644964,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,I 0264,,,,,0.334,US0031E,BARDSTOWN,,,,,2,1,CLEAR,DRY,False,INTERSTATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2010-09-05 10:00:00-04:00,38.2105103,-85.6706679,True,False,SUNDAY
SHIVELY POLICE DEPARTMENT,KY1931,,7TH STREET,RD,,9.724,,,,WATHEN,,PHYLLIS,2,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-07 17:05:00-04:00,38.2111259,-85.7860571,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0031,,CLARK MEMORIAL BRIDGE,,,0.517,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-08 00:00:00-04:00,38.263645,-85.7516207,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,HAZELWOOD,,,,,,,LANCASTER,,OLD HAZELWOOD,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-08 18:25:00-04:00,38.175983333,-85.79265,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,OAK,ST,E,0.368,,,KY0061  ,JACKSON,KY0061,PRESTON,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-09-08 23:10:00-04:00,38.2343208,-85.7486738,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,BURNETT,AVE,W,0.092,KY1020,2ND,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-09 14:20:00-04:00,38.2269277,-85.7583894,True,False,THURSDAY
SHIVELY POLICE DEPARTMENT,KY2049,,CRUMS,LN,,1.137,,,,FERN LEA,,NORTH,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY LIGHTED/ON,False,2010-09-12 20:49:00-04:00,38.1946541,-85.8175967,False,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,WILLOW SPRINGS,DR,,0.003,KY0146,NEW LA GRANGE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-15 00:00:00-04:00,38.2643766,-85.5945928,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,GOLDSMITH,LN,,1.601,,BON AIR,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-17 17:00:00-04:00,38.2128048,-85.6606645,True,False,FRIDAY
ST. MATTHEWS POLICE DEPARTMENT,KY1447,,WESTPORT,RD,,0.061,,,KY1932  ,CHENOWETH,,ST MATTHEWS,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-20 13:22:00-04:00,38.2536676,-85.654608,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,SYLVIA,ST,,0.025,,SHELBY,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-21 12:30:00-04:00,38.2235283,-85.7423381,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BARDSTOWN,RD,,13.835,,LAUDERDALE,,,,,2,1,CLEAR,DRY,True,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-09-21 22:51:00-04:00,38.2259709,-85.6970282,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,LUCIA,AVE,,0.08,,,KY1703  ,BAXTER,US0031E,BARDSTOWN,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-25 10:45:00-04:00,38.2363678,-85.719672,False,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY2860,,GRINSTEAD,DR,,0.914,,,,GLENMARY,US0060A,CHEROKEE,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,False,2010-09-25 12:58:00-04:00,38.2429885,-85.7063997,False,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY1865,,NEW CUT,RD,,3.348,,,,PARK,,IROQUOIS GARDENS,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-09-27 06:25:00-04:00,38.1554394,-85.7774468,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,SCENIC LOOP,,,,,,,BARRET HILL,,BEARGRASS,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,REAR END,CURVE & GRADE,DAYLIGHT,False,2010-09-28 18:46:00-04:00,38.235133333,-85.689966667,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY0864,,GOSS,AVE,,14.07,,SPRATT,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-29 09:00:00-04:00,38.2272095,-85.7352582,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,MAIN,ST,E,16.795,,WENZEL,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-09-30 11:07:00-04:00,38.2540517,-85.7335607,False,False,THURSDAY
ST. MATTHEWS POLICE DEPARTMENT,US0060,,SHELBYVILLE,RD,,3.704,,ST MATTHEWS,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-03 18:28:00-04:00,38.2526633,-85.6525251,False,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BARDSTOWN,RD,,,,LONGEST,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-03 18:30:00-04:00,38.237416667,-85.718816667,False,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,FLOYD,ST,N,0.06,,WASHINGTON,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2010-10-05 09:00:00-04:00,38.2565158,-85.7476589,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,DR WILLIAM G WEATHERS,DR,,,,34TH,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-10-05 20:16:00-04:00,38.228166667,-85.812116667,True,False,TUESDAY
JEFFERSONTOWN POLICE DEPT,,,WATTERSON,TRL,,0.476,,,,BRUNERS,,BLUEBIRD,2,1,CLEAR,DRY,True,,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,False,2010-10-06 06:25:00-04:00,38.1967675,-85.5617654,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,DIXIE,HWY,,13.496,,,,LEWISTON,,BRICK KILN,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-06 16:00:00-04:00,38.1709652,-85.8266313,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,9TH,ST,S,,,BROADWAY,,,,,2,1,CLEAR,DRY,False,,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-06 18:15:00-04:00,38.2415,-85.758166667,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,CARDINAL,BLVD,W,0.18,KY1020,3RD,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-07 08:14:00-04:00,38.2205677,-85.7611543,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,INVERNESS,AVE,,0.177,,,,3RD,KY1020,SOUTHSIDE,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-10-10 10:00:00-04:00,38.1673955,-85.7679801,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,OAK,ST,W,1.4,,16TH,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-11 15:19:00-04:00,38.2369416,-85.7809025,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,INDIAN,TRL,E,1.783,,KILMER,,,,,2,1,CLOUDY,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,False,2010-10-13 16:30:00-04:00,38.1776897,-85.6778855,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,BEARGRASS,RD,,0.783,,ALTA VISTA,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,False,2010-10-15 09:53:00-04:00,38.2342417,-85.6844735,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,SOUTHERN,AVE,,,,,,WILSON,,CATALPA,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-16 14:19:00-04:00,38.209183333,-85.8018,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY0864,,POPLAR LEVEL,RD,,12.267,,FINCASTLE,,,,,2,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/ON,False,2010-10-18 00:00:00-04:00,38.207659,-85.7151584,False,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,SKYWATCH,LN,,0.095,,,,TERRACE SPRINGS,,VENDETTA,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DUSK,False,2010-10-18 19:20:00-04:00,38.2866051,-85.5027547,True,False,MONDAY
SHIVELY POLICE DEPARTMENT,US0031W,,DIXIE,HWY,,15.521,,,,PARK,,SCHMITTS,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-21 10:30:00-04:00,38.1941699,-85.8067399,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,DURRETT,LN,,0.004,,,KY0061  ,PRESTON,,HANNAH,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-21 16:00:00-04:00,38.1863591,-85.7241193,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY1065,1049,OUTERLOOP,,,,,,,,,,2,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLIST,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2010-10-23 23:08:00-04:00,38.12775,-85.748966667,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY0864,,POPLAR LEVEL,RD,,8.901,,RANGELAND,,,,,2,1,RAINING,WET,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-25 00:00:00-04:00,38.167511,-85.6819042,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,GREYLING,DR,,0.338,,,,LAMBORNE,,ACRES,2,1,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2010-10-27 19:33:00-04:00,38.1159645,-85.7997189,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,3RD,ST,S,10.099,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-28 07:50:00-04:00,38.2172908,-85.7617274,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY2050,,HERR,LN,,2.15,,,,BROWNSBORO,,WESBORO,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DAWN,False,2010-10-29 07:33:00-04:00,38.283508,-85.6276642,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,INDIAN,TRL,E,1.215,KY0864,POPLAR LEVEL,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-29 10:00:00-04:00,38.1716544,-85.6848002,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,EDGELAND,AVE,,,,BARDSTOWN,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-10-29 15:57:00-04:00,38.235883333,-85.71665,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,HILL,ST,W,0.513,,,,6TH,,7TH,2,1,CLOUDY,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2010-11-03 15:32:00-04:00,38.2264777,-85.766287,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,KY0061,,PRESTON,HWY,,9.475,,LOCUST,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-11-08 16:44:00-05:00,38.2068613,-85.7376104,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BAXTER,AVE,,16.185,,HULL,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2010-11-10 16:56:00-05:00,38.2469126,-85.7294818,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,CRITTENDEN,DR,,0.191,,,,WARNOCK,,LILLY,2,1,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-11-15 13:55:00-05:00,38.2140503,-85.7509735,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,EWING,AVE,S,0.002,US0060,FRANKFORT,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-11-17 16:10:00-05:00,38.2537438,-85.6998494,True,False,WEDNESDAY
JEFFERSONTOWN POLICE DEPT,KY1747,,HURSTBOURNE,PKWY,S,12.868,,,,WESSEX,,STONE CREEK,2,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2010-11-19 04:45:00-05:00,38.2371502,-85.5769754,False,True,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,GRINSTEAD,DR,,0.0,US0060A,LEXINGTON,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2010-11-22 10:55:00-05:00,38.2455368,-85.7015478,True,False,MONDAY
JEFFERSONTOWN POLICE DEPT,KY1747,,HURSTBOURNE,PKWY,S,10.68,,GREENE,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2010-11-28 17:50:00-05:00,38.2120282,-85.5955209,False,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,GREEN MEADOWS,DR,,0.002,,HIKES,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-12-10 16:00:00-05:00,38.200927,-85.6570268,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,WHEELER,AVE,,0.652,,BICKNELL,,,,,2,1,RAINING,WET,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-12-11 16:55:00-05:00,38.1834292,-85.7889063,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY0061,,JACKSON,ST,S,12.286,US0150,BROADWAY,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-12-13 13:55:00-05:00,38.2451107,-85.745617,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BAXTER,AVE,,16.43,,LIBERTY,,,,,2,1,CLOUDY,DRY,True,FEDERAL,COLLISION WITH BICYCLE,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DUSK,False,2010-12-15 17:40:00-05:00,38.249866667,-85.731766667,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,DELOR,AVE,,0.411,US0060A,EASTERN,,,,,2,1,CLOUDY,WET,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2010-12-20 00:00:00-05:00,38.216959,-85.7383461,False,False,MONDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,3RD,ST,S,11.319,,OAK,,,,,2,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-12-22 08:41:00-05:00,38.234906,-85.7586438,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,MARKET,ST,W,20.735,,16TH,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2010-12-29 12:10:00-05:00,38.2574258,-85.7766299,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,KY1934,,CANE RUN,RD,,9.37,,KRAMERS,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-01-10 15:04:00-05:00,38.2011854,-85.8349285,True,False,MONDAY
